secs,&nbsp;4 12:28+1&gt;1,&nbsp;4 12:34+2&gt;2,&nbsp;4 14:24+6&gt;2,&nbsp;4 17:43+0&gt;2,&nbsp;9c+ 18:19+0&gt;13,&nbsp;9c+ 18:20+0&gt;24,&nbsp;9a 18:23+26&gt;26
2732,NaN,NaN,0.21,NaN,NaN,NaN,NaN
2732.5,NaN,NaN,0.22,NaN,NaN,NaN,NaN
2733,NaN,NaN,0.22,NaN,NaN,NaN,NaN
2733.5,NaN,NaN,0.19,NaN,NaN,NaN,NaN
2734,NaN,NaN,0.15,NaN,NaN,NaN,NaN
2734.5,NaN,NaN,0.11,NaN,NaN,NaN,NaN
2735,NaN,NaN,0.05,NaN,NaN,NaN,NaN
2735.5,NaN,NaN,0.03,NaN,NaN,NaN,NaN
2746,NaN,NaN,0.00,NaN,NaN,NaN,NaN
2746.5,NaN,NaN,0.02,NaN,NaN,NaN,NaN
2747,NaN,NaN,0.04,NaN,NaN,NaN,NaN
2747.5,NaN,NaN,0.09,NaN,NaN,NaN,NaN
2748,NaN,NaN,0.11,NaN,NaN,NaN,NaN
2748.5,NaN,NaN,0.12,NaN,NaN,NaN,NaN
2749,NaN,NaN,0.09,NaN,NaN,NaN,NaN
2749.5,NaN,NaN,0.06,NaN,NaN,NaN,NaN
2750,NaN,NaN,0.04,NaN,NaN,NaN,NaN
2750.5,NaN,NaN,0.04,NaN,NaN,NaN,NaN
2751,NaN,NaN,0.03,NaN,NaN,NaN,NaN
2751.5,NaN,NaN,0.03,NaN,NaN,NaN,NaN
2752,NaN,NaN,0.02,NaN,NaN,NaN,NaN
2752.5,NaN,NaN,0.03,NaN,NaN,NaN,NaN
2753,NaN,NaN,0.05,NaN,NaN,NaN,NaN
2753.5,NaN,NaN,0.09,NaN,NaN,NaN,NaN
2754,NaN,NaN,0.10,NaN,NaN,NaN,NaN
2754.5,NaN,NaN,0.10,NaN,NaN,NaN,NaN
2755,NaN,NaN,0.08,NaN,NaN,NaN,NaN
2755.5,NaN,NaN,0.06,NaN,NaN,NaN,NaN
2756,NaN,NaN,0.02,NaN,NaN,NaN,NaN
2756.5,NaN,NaN,NaN,NaN,NaN,NaN,0.04
2757,NaN,NaN,NaN,NaN,NaN,NaN,0.15
2757.5,NaN,NaN,NaN,NaN,NaN,NaN,0.31
2758,NaN,NaN,NaN,NaN,NaN,NaN,0.45
2758.5,NaN,NaN,NaN,NaN,NaN,NaN,0.55
2759,NaN,NaN,NaN,NaN,NaN,NaN,0.58
2759.5,NaN,NaN,NaN,NaN,NaN,NaN,0.67
2760,NaN,NaN,NaN,NaN,NaN,NaN,0.72
2760.5,NaN,NaN,NaN,NaN,NaN,NaN,0.76
2761,NaN,NaN,NaN,NaN,NaN,NaN,0.78
2761.5,NaN,NaN,NaN,NaN,NaN,NaN,0.79
2762,NaN,NaN,NaN,NaN,NaN,NaN,0.82
2762.5,NaN,NaN,NaN,NaN,NaN,NaN,0.85
2763,NaN,NaN,NaN,NaN,NaN,NaN,0.86
2763.5,NaN,NaN,NaN,NaN,NaN,NaN,0.90
2764,NaN,NaN,NaN,NaN,NaN,NaN,0.91
2764.5,NaN,NaN,NaN,NaN,NaN,NaN,0.92
2765,NaN,NaN,NaN,NaN,NaN,NaN,0.93
2765.5,NaN,NaN,NaN,NaN,NaN,NaN,0.95
2766,NaN,NaN,NaN,NaN,NaN,NaN,0.97
2766.5,NaN,NaN,NaN,NaN,NaN,NaN,0.98
2767,NaN,NaN,NaN,NaN,NaN,NaN,1.00
2767.5,NaN,NaN,NaN,NaN,NaN,NaN,1.01
2768,NaN,NaN,NaN,NaN,NaN,NaN,1.02
2768.5,NaN,NaN,NaN,NaN,NaN,NaN,1.02
2769,NaN,NaN,NaN,NaN,NaN,NaN,1.02
2769.5,NaN,NaN,NaN,NaN,NaN,NaN,1.02
2770,NaN,NaN,NaN,NaN,NaN,NaN,1.01
2770.5,NaN,NaN,NaN,NaN,NaN,NaN,1.00
2771,NaN,NaN,NaN,NaN,NaN,NaN,1.00
2771.5,NaN,NaN,NaN,NaN,NaN,NaN,0.99
2772,NaN,NaN,NaN,NaN,NaN,NaN,0.99
2772.5,NaN,NaN,NaN,NaN,NaN,NaN,0.99
2773,NaN,NaN,NaN,NaN,NaN,NaN,0.99
2773.5,NaN,NaN,NaN,NaN,NaN,NaN,0.99
2774,NaN,NaN,NaN,NaN,NaN,NaN,0.99
2774.5,NaN,NaN,NaN,NaN,NaN,NaN,0.97
2775,NaN,NaN,NaN,NaN,NaN,NaN,0.95
2775.5,NaN,NaN,NaN,NaN,NaN,NaN,0.96
2776,NaN,NaN,NaN,NaN,NaN,NaN,0.96
2776.5,NaN,NaN,NaN,NaN,NaN,NaN,0.97
2777,NaN,NaN,NaN,NaN,NaN,NaN,0.99
2777.5,NaN,NaN,NaN,NaN,NaN,NaN,0.97
2778,NaN,NaN,NaN,NaN,NaN,NaN,0.95
2778.5,NaN,NaN,NaN,NaN,NaN,NaN,0.95
2779,NaN,NaN,NaN,NaN,NaN,NaN,0.96
2779.5,NaN,NaN,NaN,NaN,NaN,NaN,0.97
2780,NaN,NaN,NaN,NaN,NaN,NaN,0.98
2780.5,NaN,NaN,NaN,NaN,NaN,NaN,1.00
2781,NaN,NaN,NaN,NaN,NaN,NaN,1.00
2781.5,NaN,NaN,NaN,NaN,NaN,NaN,1.00
2782,NaN,NaN,NaN,NaN,NaN,NaN,1.01
2782.5,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2783,NaN,NaN,NaN,NaN,NaN,NaN,1.04
2783.5,NaN,NaN,NaN,NaN,NaN,NaN,1.05
2784,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2784.5,NaN,NaN,NaN,NaN,NaN,NaN,1.10
2785,NaN,NaN,NaN,NaN,NaN,NaN,1.12
2785.5,NaN,NaN,NaN,NaN,NaN,NaN,1.13
2786,NaN,NaN,NaN,NaN,NaN,NaN,1.13
2786.5,NaN,NaN,NaN,NaN,NaN,NaN,1.14
2787,NaN,NaN,NaN,NaN,NaN,NaN,1.15
2787.5,NaN,NaN,NaN,NaN,NaN,NaN,1.15
2788,NaN,NaN,NaN,NaN,NaN,NaN,1.14
2788.5,NaN,NaN,NaN,NaN,NaN,NaN,1.14
2789,NaN,NaN,NaN,NaN,NaN,NaN,1.12
2789.5,NaN,NaN,NaN,NaN,NaN,NaN,1.11
2790,NaN,NaN,NaN,NaN,NaN,NaN,1.11
2790.5,NaN,NaN,NaN,NaN,NaN,NaN,1.10
2791,NaN,NaN,NaN,NaN,NaN,NaN,1.09
2791.5,NaN,NaN,NaN,NaN,NaN,NaN,1.09
2792,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2792.5,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2793,NaN,NaN,NaN,NaN,NaN,NaN,1.07
2793.5,NaN,NaN,NaN,NaN,NaN,NaN,1.06
2794,NaN,NaN,NaN,NaN,NaN,NaN,1.05
2794.5,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2795,NaN,NaN,NaN,NaN,NaN,NaN,1.01
2795.5,NaN,NaN,NaN,NaN,NaN,NaN,1.02
2796,NaN,NaN,NaN,NaN,NaN,NaN,1.00
2796.5,NaN,NaN,NaN,NaN,NaN,NaN,1.00
2797,NaN,NaN,NaN,NaN,NaN,NaN,0.97
2797.5,NaN,NaN,NaN,NaN,NaN,NaN,0.95
2798,NaN,NaN,NaN,NaN,NaN,NaN,0.95
2798.5,NaN,NaN,0.00,NaN,NaN,NaN,0.95
2799,NaN,NaN,0.01,NaN,NaN,NaN,0.94
2799.5,NaN,NaN,0.04,NaN,NaN,NaN,0.95
2800,NaN,NaN,0.07,NaN,NaN,NaN,0.96
2800.5,NaN,NaN,0.06,NaN,NaN,NaN,0.97
2801,NaN,NaN,0.05,NaN,NaN,NaN,0.98
2801.5,NaN,NaN,0.05,NaN,NaN,NaN,1.01
2802,NaN,NaN,0.06,NaN,NaN,NaN,1.03
2802.5,NaN,NaN,0.06,NaN,NaN,NaN,1.06
2803,NaN,NaN,0.07,NaN,NaN,NaN,1.07
2803.5,NaN,NaN,0.09,NaN,NaN,NaN,1.10
2804,NaN,NaN,0.09,NaN,NaN,NaN,1.12
2804.5,NaN,NaN,0.10,NaN,NaN,NaN,1.14
2805,NaN,NaN,0.09,NaN,NaN,NaN,1.18
2805.5,NaN,NaN,0.08,NaN,NaN,NaN,1.18
2806,NaN,NaN,0.06,NaN,NaN,NaN,1.20
2806.5,NaN,NaN,0.00,NaN,NaN,NaN,1.21
2807,NaN,NaN,NaN,NaN,NaN,NaN,1.21
2807.5,NaN,NaN,NaN,NaN,NaN,NaN,1.22
2808,NaN,NaN,NaN,NaN,NaN,NaN,1.23
2808.5,NaN,NaN,NaN,NaN,NaN,NaN,1.24
2809,NaN,NaN,NaN,NaN,NaN,NaN,1.24
2809.5,NaN,NaN,NaN,NaN,NaN,NaN,1.24
2810,NaN,NaN,NaN,NaN,NaN,NaN,1.25
2810.5,NaN,NaN,NaN,NaN,NaN,NaN,1.27
2811,NaN,NaN,NaN,NaN,NaN,NaN,1.27
2811.5,NaN,NaN,NaN,NaN,NaN,NaN,1.26
2812,NaN,NaN,NaN,NaN,NaN,NaN,1.26
2812.5,NaN,NaN,NaN,NaN,NaN,NaN,1.24
2813,NaN,NaN,NaN,NaN,NaN,NaN,1.23
2813.5,NaN,NaN,NaN,NaN,NaN,NaN,1.22
2814,NaN,NaN,-0.00,NaN,NaN,NaN,1.21
2814.5,NaN,NaN,0.00,NaN,NaN,NaN,1.20
2815,NaN,NaN,0.02,NaN,NaN,NaN,1.18
2815.5,NaN,NaN,0.03,NaN,NaN,NaN,1.17
2816,NaN,NaN,0.03,NaN,NaN,NaN,1.14
2816.5,NaN,NaN,0.02,NaN,NaN,NaN,1.12
2817,NaN,NaN,0.03,NaN,NaN,NaN,1.11
2817.5,NaN,NaN,0.07,NaN,NaN,NaN,1.08
2818,NaN,NaN,0.06,NaN,NaN,NaN,1.07
2818.5,NaN,NaN,0.05,NaN,NaN,NaN,1.05
2819,NaN,NaN,0.06,NaN,NaN,NaN,1.02
2819.5,NaN,NaN,0.07,NaN,NaN,NaN,0.98
2820,NaN,NaN,0.07,NaN,NaN,NaN,0.94
2820.5,NaN,NaN,0.02,NaN,NaN,NaN,0.93
2821,NaN,NaN,NaN,NaN,NaN,NaN,0.90
2821.5,NaN,NaN,NaN,NaN,NaN,NaN,0.87
2822,NaN,NaN,NaN,NaN,NaN,NaN,0.83
2822.5,NaN,NaN,NaN,NaN,NaN,NaN,0.82
2823,NaN,NaN,NaN,NaN,NaN,NaN,0.83
2823.5,NaN,NaN,NaN,NaN,NaN,NaN,0.83
2824,NaN,NaN,NaN,NaN,NaN,NaN,0.84
2824.5,NaN,NaN,NaN,NaN,NaN,NaN,0.86
2825,NaN,NaN,NaN,NaN,NaN,NaN,0.88
2825.5,NaN,NaN,NaN,NaN,NaN,NaN,0.88
2826,NaN,NaN,NaN,NaN,NaN,NaN,0.91
2826.5,NaN,NaN,NaN,NaN,NaN,NaN,0.93
2827,NaN,NaN,NaN,NaN,NaN,NaN,0.96
2827.5,NaN,NaN,NaN,NaN,NaN,NaN,0.97
2828,NaN,NaN,NaN,NaN,NaN,NaN,1.01
2828.5,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2829,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2829.5,NaN,NaN,NaN,NaN,NaN,NaN,1.07
2830,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2830.5,NaN,NaN,NaN,NaN,NaN,NaN,1.10
2831,NaN,NaN,NaN,NaN,NaN,NaN,1.11
2831.5,NaN,NaN,NaN,NaN,NaN,NaN,1.11
2832,NaN,NaN,NaN,NaN,NaN,NaN,1.13
2832.5,NaN,NaN,NaN,NaN,NaN,NaN,1.13
2833,NaN,NaN,NaN,NaN,NaN,NaN,1.13
2833.5,NaN,NaN,NaN,NaN,NaN,NaN,1.13
2834,NaN,NaN,NaN,NaN,NaN,NaN,1.13
2834.5,NaN,NaN,NaN,NaN,NaN,NaN,1.14
2835,NaN,NaN,NaN,NaN,NaN,NaN,1.12
2835.5,NaN,NaN,NaN,NaN,NaN,NaN,1.10
2836,NaN,NaN,NaN,NaN,NaN,NaN,1.10
2836.5,NaN,NaN,NaN,NaN,NaN,NaN,1.10
2837,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2837.5,NaN,NaN,NaN,NaN,NaN,NaN,1.07
2838,NaN,NaN,NaN,NaN,NaN,NaN,1.07
2838.5,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2839,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2839.5,NaN,NaN,NaN,NaN,NaN,NaN,1.09
2840,NaN,NaN,NaN,NaN,NaN,NaN,1.09
2840.5,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2841,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2841.5,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2842,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2842.5,NaN,NaN,NaN,NaN,NaN,NaN,1.07
2843,NaN,NaN,NaN,NaN,NaN,NaN,1.06
2843.5,NaN,NaN,NaN,NaN,NaN,NaN,1.06
2844,NaN,NaN,NaN,NaN,NaN,NaN,1.05
2844.5,NaN,NaN,NaN,NaN,NaN,NaN,1.04
2845,NaN,NaN,NaN,NaN,NaN,NaN,1.05
2845.5,NaN,NaN,NaN,NaN,NaN,NaN,1.02
2846,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2846.5,NaN,NaN,-0.00,NaN,NaN,NaN,1.03
2847,NaN,NaN,-0.00,NaN,NaN,NaN,1.02
2847.5,NaN,NaN,0.00,NaN,NaN,NaN,1.03
2848,NaN,NaN,-0.00,NaN,NaN,NaN,1.03
2848.5,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2849,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2849.5,NaN,NaN,NaN,NaN,NaN,NaN,1.04
2850,NaN,NaN,NaN,NaN,NaN,NaN,1.05
2850.5,NaN,NaN,NaN,NaN,NaN,NaN,1.04
2851,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2851.5,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2852,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2852.5,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2853,NaN,NaN,NaN,NaN,NaN,NaN,1.02
2853.5,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2854,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2854.5,NaN,NaN,NaN,NaN,NaN,NaN,1.02
2855,NaN,NaN,NaN,NaN,NaN,NaN,1.01
2855.5,NaN,NaN,NaN,NaN,NaN,NaN,1.01
2856,NaN,NaN,NaN,NaN,NaN,NaN,0.97
2856.5,NaN,NaN,NaN,NaN,NaN,NaN,0.95
2857,NaN,NaN,NaN,NaN,NaN,NaN,0.94
2857.5,NaN,NaN,NaN,NaN,NaN,NaN,0.92
2858,NaN,NaN,NaN,NaN,NaN,NaN,0.89
2858.5,NaN,NaN,NaN,NaN,NaN,NaN,0.87
2859,NaN,NaN,NaN,NaN,NaN,NaN,0.87
2859.5,NaN,NaN,NaN,NaN,NaN,NaN,0.87
2860,NaN,NaN,NaN,NaN,NaN,NaN,0.85
2860.5,NaN,NaN,NaN,NaN,NaN,NaN,0.84
2861,NaN,NaN,NaN,NaN,NaN,NaN,0.81
2861.5,NaN,NaN,NaN,NaN,NaN,NaN,0.80
2862,NaN,NaN,NaN,NaN,NaN,NaN,0.79
2862.5,NaN,NaN,NaN,NaN,NaN,NaN,0.77
2863,NaN,NaN,NaN,NaN,NaN,NaN,0.73
2863.5,NaN,NaN,NaN,NaN,NaN,NaN,0.71
2864,NaN,NaN,NaN,NaN,NaN,NaN,0.68
2864.5,NaN,NaN,NaN,NaN,NaN,NaN,0.66
2865,NaN,NaN,NaN,NaN,NaN,NaN,0.63
2865.5,NaN,NaN,NaN,NaN,NaN,NaN,0.60
2866,NaN,NaN,NaN,NaN,NaN,NaN,0.60
2866.5,NaN,NaN,NaN,NaN,NaN,NaN,0.57
2867,NaN,NaN,NaN,NaN,NaN,NaN,0.56
2867.5,NaN,NaN,NaN,NaN,NaN,NaN,0.55
2868,NaN,NaN,NaN,NaN,NaN,NaN,0.53
2868.5,NaN,NaN,NaN,NaN,NaN,NaN,0.52
2869,NaN,NaN,NaN,NaN,NaN,NaN,0.52
2869.5,NaN,NaN,0.00,NaN,NaN,NaN,0.53
2870,NaN,NaN,0.03,NaN,NaN,NaN,0.54
2870.5,NaN,NaN,0.04,NaN,NaN,NaN,0.54
2871,NaN,NaN,0.05,NaN,NaN,NaN,0.56
2871.5,NaN,NaN,0.03,NaN,NaN,NaN,0.56
2872,NaN,NaN,-0.00,NaN,NaN,NaN,0.57
2872.5,NaN,NaN,NaN,NaN,NaN,NaN,0.55
2873,NaN,NaN,-0.00,NaN,NaN,NaN,0.56
2873.5,NaN,NaN,0.01,NaN,NaN,NaN,0.59
2874,NaN,NaN,NaN,NaN,NaN,NaN,0.63
2874.5,NaN,NaN,NaN,NaN,NaN,NaN,0.66
2875,NaN,NaN,NaN,NaN,NaN,NaN,0.67
2875.5,NaN,NaN,-0.00,NaN,NaN,NaN,0.68
2876,NaN,NaN,-0.00,NaN,NaN,NaN,0.69
2876.5,NaN,NaN,NaN,NaN,NaN,NaN,0.69
2877,NaN,NaN,0.01,NaN,NaN,NaN,0.70
2877.5,NaN,NaN,0.01,NaN,NaN,NaN,0.73
2878,NaN,NaN,-0.00,NaN,NaN,NaN,0.76
2878.5,NaN,NaN,0.01,NaN,NaN,NaN,0.79
2879,NaN,NaN,0.01,NaN,NaN,NaN,0.80
2879.5,NaN,NaN,NaN,NaN,NaN,NaN,0.81
2880,NaN,NaN,NaN,NaN,NaN,NaN,0.83
2880.5,NaN,NaN,NaN,NaN,NaN,NaN,0.86
2881,NaN,NaN,NaN,NaN,NaN,NaN,0.85
2881.5,NaN,NaN,NaN,NaN,NaN,NaN,0.86
2882,NaN,NaN,NaN,NaN,NaN,NaN,0.89
2882.5,NaN,NaN,NaN,NaN,NaN,NaN,0.89
2883,NaN,NaN,NaN,NaN,NaN,NaN,0.90
2883.5,NaN,NaN,NaN,NaN,NaN,NaN,0.89
2884,NaN,NaN,NaN,NaN,NaN,NaN,0.91
2884.5,NaN,NaN,NaN,NaN,NaN,NaN,0.93
2885,NaN,NaN,NaN,NaN,NaN,NaN,0.93
2885.5,NaN,NaN,NaN,NaN,NaN,NaN,0.94
2886,NaN,NaN,NaN,NaN,NaN,NaN,0.97
2886.5,NaN,NaN,NaN,NaN,NaN,NaN,0.97
2887,NaN,NaN,NaN,NaN,NaN,NaN,0.99
2887.5,NaN,NaN,NaN,NaN,NaN,NaN,1.01
2888,NaN,NaN,NaN,NaN,NaN,NaN,1.02
2888.5,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2889,NaN,NaN,NaN,NaN,NaN,NaN,1.04
2889.5,NaN,NaN,NaN,NaN,NaN,NaN,1.06
2890,NaN,NaN,NaN,NaN,NaN,NaN,1.07
2890.5,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2891,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2891.5,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2892,NaN,NaN,NaN,NaN,NaN,NaN,1.09
2892.5,NaN,NaN,NaN,NaN,NaN,NaN,1.11
2893,NaN,NaN,NaN,NaN,NaN,NaN,1.12
2893.5,NaN,NaN,NaN,NaN,NaN,NaN,1.10
2894,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2894.5,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2895,NaN,NaN,NaN,NaN,NaN,NaN,1.08
2895.5,NaN,NaN,NaN,NaN,NaN,NaN,1.07
2896,NaN,NaN,NaN,NaN,NaN,NaN,1.03
2896.5,NaN,NaN,NaN,NaN,NaN,NaN,1.01
2897,NaN,NaN,NaN,NaN,NaN,NaN,1.00
2897.5,NaN,NaN,NaN,NaN,NaN,NaN,0.97
2898,NaN,NaN,NaN,NaN,NaN,NaN,0.95
2898.5,NaN,NaN,NaN,NaN,NaN,NaN,0.93
2899,NaN,NaN,NaN,NaN,NaN,NaN,0.91
2899.5,NaN,NaN,NaN,NaN,NaN,NaN,0.90
2900,NaN,NaN,NaN,NaN,NaN,NaN,0.88
2900.5,NaN,NaN,NaN,NaN,NaN,NaN,0.87
2901,NaN,NaN,NaN,NaN,NaN,NaN,0.83
2901.5,NaN,NaN,NaN,NaN,NaN,NaN,0.82
2902,NaN,NaN,NaN,NaN,NaN,NaN,0.79
2902.5,NaN,NaN,NaN,NaN,NaN,NaN,0.78
2903,NaN,NaN,NaN,NaN,NaN,NaN,0.76
2903.5,NaN,NaN,NaN,NaN,NaN,NaN,0.78
2904,NaN,NaN,NaN,NaN,NaN,NaN,0.79
2904.5,NaN,NaN,NaN,NaN,NaN,NaN,0.81
2905,NaN,NaN,NaN,NaN,NaN,NaN,0.81
2905.5,NaN,NaN,NaN,NaN,NaN,NaN,0.83
2906,NaN,NaN,NaN,NaN,NaN,NaN,0.84
2906.5,NaN,NaN,NaN,NaN,NaN,NaN,0.86
2907,NaN,NaN,NaN,NaN,NaN,NaN,0.87
2907.5,NaN,NaN,NaN,NaN,NaN,NaN,0.87
2908,NaN,NaN,NaN,NaN,NaN,NaN,0.89
2908.5,NaN,NaN,NaN,NaN,NaN,NaN,0.89
2909,NaN,NaN,NaN,NaN,NaN,NaN,0.88
2909.5,NaN,NaN,NaN,NaN,NaN,NaN,0.89
2910,NaN,NaN,NaN,NaN,NaN,NaN,0.89
2910.5,NaN,NaN,NaN,NaN,NaN,NaN,0.89
2911,NaN,NaN,NaN,NaN,NaN,NaN,0.91
2911.5,NaN,NaN,NaN,NaN,NaN,NaN,0.90
2912,NaN,NaN,NaN,NaN,NaN,NaN,0.88
2912.5,NaN,NaN,NaN,NaN,NaN,NaN,0.86
2913,NaN,NaN,NaN,NaN,NaN,NaN,0.85
2913.5,NaN,NaN,NaN,NaN,NaN,NaN,0.82
2914,NaN,NaN,NaN,NaN,NaN,NaN,0.79
2914.5,NaN,NaN,NaN,NaN,NaN,NaN,0.74
2915,NaN,NaN,NaN,NaN,NaN,NaN,0.72
2915.5,NaN,NaN,NaN,NaN,NaN,NaN,0.70
2916,NaN,NaN,NaN,NaN,NaN,NaN,0.67
2916.5,NaN,NaN,NaN,NaN,NaN,NaN,0.64
2917,NaN,NaN,NaN,NaN,NaN,NaN,0.64
2917.5,NaN,NaN,NaN,NaN,NaN,NaN,0.64
2918,NaN,NaN,NaN,NaN,NaN,NaN,0.61
2918.5,NaN,NaN,NaN,NaN,NaN,NaN,0.61
2919,NaN,NaN,NaN,NaN,NaN,NaN,0.61
2919.5,NaN,NaN,NaN,NaN,NaN,NaN,0.63
2920,NaN,NaN,NaN,NaN,NaN,NaN,0.64
2920.5,NaN,NaN,NaN,NaN,NaN,NaN,0.65
2921,NaN,NaN,NaN,NaN,NaN,NaN,0.69
2921.5,NaN,NaN,NaN,NaN,NaN,NaN,0.72
2922,NaN,NaN,NaN,NaN,NaN,NaN,0.78
2922.5,NaN,NaN,NaN,NaN,NaN,NaN,0.80
2923,NaN,NaN,NaN,NaN,NaN,NaN,0.86
2923.5,NaN,NaN,NaN,NaN,NaN,NaN,0.91
2924,NaN,NaN,-0.00,NaN,NaN,NaN,0.96
2924.5,NaN,NaN,0.01,NaN,NaN,NaN,1.00
2925,NaN,NaN,0.02,NaN,NaN,NaN,1.02
2925.5,NaN,NaN,0.04,NaN,NaN,NaN,1.06
2926,NaN,NaN,0.04,NaN,NaN,NaN,1.06
2926.5,NaN,NaN,0.08,NaN,NaN,NaN,1.09
2927,NaN,NaN,0.09,NaN,NaN,NaN,1.09
2927.5,NaN,NaN,0.11,NaN,NaN,NaN,1.11
2928,NaN,NaN,0.10,NaN,NaN,NaN,1.10
2928.5,NaN,NaN,0.09,NaN,NaN,NaN,1.09
2929,NaN,NaN,0.06,NaN,NaN,NaN,1.11
2929.5,NaN,NaN,0.05,NaN,NaN,NaN,1.08
2930,NaN,NaN,0.01,NaN,NaN,NaN,1.07
2930.5,NaN,NaN,-0.00,NaN,NaN,NaN,1.05
2931,NaN,NaN,0.03,NaN,NaN,NaN,1.02
2931.5,NaN,NaN,0.03,NaN,NaN,NaN,0.98
2932,NaN,NaN,0.04,NaN,NaN,NaN,0.94
2932.5,NaN,NaN,0.05,NaN,NaN,NaN,0.93
2933,NaN,NaN,0.05,NaN,NaN,NaN,0.89
2933.5,NaN,NaN,0.07,NaN,NaN,NaN,0.86
2934,NaN,NaN,0.06,NaN,NaN,NaN,0.82
2934.5,NaN,NaN,0.05,NaN,NaN,NaN,0.79
2935,NaN,NaN,0.05,NaN,NaN,NaN,0.76
2935.5,NaN,NaN,0.06,NaN,NaN,NaN,0.72
2936,NaN,NaN,0.05,NaN,NaN,NaN,0.69
2936.5,NaN,NaN,0.03,NaN,NaN,NaN,0.66
2937,NaN,NaN,0.03,NaN,NaN,NaN,0.66
2937.5,NaN,NaN,-0.00,NaN,NaN,NaN,0.64
2938,NaN,NaN,NaN,NaN,NaN,NaN,0.60
2938.5,NaN,NaN,NaN,NaN,NaN,NaN,0.56
2939,NaN,NaN,NaN,NaN,NaN,NaN,0.54
2939.5,NaN,NaN,NaN,NaN,NaN,NaN,0.52
2940,NaN,NaN,NaN,NaN,NaN,NaN,0.51
2940.5,NaN,NaN,NaN,NaN,NaN,NaN,0.51
2941,NaN,NaN,NaN,NaN,NaN,NaN,0.52
2941.5,NaN,NaN,NaN,NaN,NaN,NaN,0.53
2942,NaN,NaN,NaN,NaN,NaN,NaN,0.52
2942.5,NaN,NaN,NaN,NaN,NaN,NaN,0.52
2943,NaN,NaN,NaN,NaN,NaN,NaN,0.52
2943.5,NaN,NaN,NaN,NaN,NaN,NaN,0.51
2944,NaN,NaN,NaN,NaN,NaN,NaN,0.51
2944.5,NaN,NaN,NaN,NaN,NaN,NaN,0.50
2945,NaN,NaN,NaN,NaN,NaN,NaN,0.52
2945.5,NaN,NaN,NaN,NaN,NaN,NaN,0.52
2946,NaN,NaN,NaN,NaN,NaN,NaN,0.51
2946.5,NaN,NaN,NaN,NaN,NaN,NaN,0.51
2947,NaN,NaN,NaN,NaN,NaN,NaN,0.52
2947.5,NaN,NaN,NaN,NaN,NaN,NaN,0.52
2948,NaN,NaN,NaN,NaN,NaN,NaN,0.52
2948.5,NaN,NaN,NaN,NaN,NaN,NaN,0.53
2949,NaN,NaN,NaN,NaN,NaN,NaN,0.52
2949.5,NaN,NaN,NaN,NaN,NaN,NaN,0.52
2950,NaN,NaN,NaN,NaN,NaN,NaN,0.48
2950.5,NaN,NaN,NaN,NaN,NaN,NaN,0.45
2951,NaN,NaN,NaN,NaN,NaN,NaN,0.44
2951.5,NaN,NaN,NaN,NaN,NaN,NaN,0.43
2952,NaN,NaN,NaN,NaN,NaN,NaN,0.43
2952.5,NaN,NaN,NaN,NaN,NaN,NaN,0.39
2953,NaN,NaN,NaN,NaN,NaN,NaN,0.40
2953.5,NaN,NaN,NaN,NaN,NaN,NaN,0.39
2954,NaN,NaN,NaN,NaN,NaN,NaN,0.39
2954.5,NaN,NaN,NaN,NaN,NaN,NaN,0.38
2955,NaN,NaN,NaN,NaN,NaN,NaN,0.38
2955.5,NaN,NaN,NaN,NaN,NaN,NaN,0.38
2956,NaN,NaN,NaN,NaN,NaN,NaN,0.39
2956.5,NaN,NaN,NaN,NaN,NaN,NaN,0.41
2957,NaN,NaN,NaN,NaN,NaN,NaN,0.42
2957.5,NaN,NaN,NaN,NaN,NaN,NaN,0.43
